141,Joel Matip,7,11,10,15,10
142,Juan Cuadrado,6,5,13,5,9
143,Iago Aspas,12,12,9,16,13
144,Marc-André ter Stegen,78,84,83,81,85
145,Mario Götze,6,14,12,7,10
146,Ander Herrera,9,9,15,12,8
147,Javier Pastore,10,14,6,9,12
148,Chris Smalling,15,10,16,15,15
149,Pedro,15,5,12,11,9
150,Giacomo Bonaventura,15,10,7,14,14
151,Roman Bürki,80,83,73,82,85
152,Oscar,12,12,15,10,12
153,Steven NZonzi,16,7,16,16,13
154,Aaron Ramsey,10,6,5,11,8
155,Mateo Musacchio,6,5,12,11,12
156,Ömer Toprak,12,11,11,8,15
157,José Callejón,11,8,14,5,11
158,Adrien Silva,10,15,8,6,7
159,Azpilicueta,6,13,10,9,5
160,Sebastian Giovinco,3,6,6,3,3
161,Anthony Modeste,6,10,11,11,8
162,Mario Mandžukic,8,10,5,8,15
163,Adam Lallana,8,6,14,15,11
164,Olivier Giroud,6,12,11,15,5
165,Rui Patrício,79,85,80,81,82
166,Yann Sommer,80,81,83,82,83
167,Jonas,8,12,7,11,5
168,Kévin Gameiro,8,6,8,10,6
169,Claudio Bravo,77,82,87,84,82
170,Lukasz Piszczek,6,14,14,11,12
171,Jan Vertonghen,12,6,9,10,7
172,Asmir Begovic,80,83,74,81,84
173,Naldo,8,14,14,10,14
174,Daniel Sturridge,5,7,9,15,13
175,José Fonte,10,7,16,11,6
176,Ezequiel Garay,13,14,13,6,14
177,Samir Nasri,1,1,1,1,1
178,Gary Cahill,5,5,9,12,12
179,Ashley Williams,7,7,16,10,10
180,Leighton Baines,13,8,10,15,12
181,Kasper Schmeichel,80,83,86,80,85
182,Borja Valero,8,5,10,4,7
183,Hatem Ben Arfa,13,12,9,8,12
184,Joe Hart,81,83,75,80,85
185,Juanfran,15,11,10,14,7
186,Wesley Sneijder,11,9,13,5,12
187,Nani,6,5,13,10,6
188,Stephan Lichtsteiner,3,4,2,3,2
189,Wayne Rooney,8,10,13,11,7
190,Daniele De Rossi,10,10,13,7,9
191,José Reina,82,80,82,83,82
192,Quaresma,5,12,10,14,15
193,Marco Asensio,12,13,6,9,10
194,Bernardo Silva,12,9,14,10,9
195,Islam Slimani,15,10,6,9,11
196,Jonathan Tah,9,11,7,8,14
197,Anthony Martial,15,9,8,8,11
198,Dele Alli,11,7,9,6,8
199,Ederson,78,81,82,76,87
200,Mohamed Salah,11,14,9,14,14
201,Sadio Mané,7,10,15,10,14
202,Lucas Vázquez,9,9,9,16,7
203,Franco Vázquez,9,14,13,15,7
204,Manu Trigueros,7,9,12,14,8
205,Samuel Umtiti,12,15,14,10,15
206,Stefan Savic,13,14,14,13,12
207,Roque Mesa,11,15,7,8,9
208,Loris Karius,79,84,76,75,85
209,Alessandro Florenzi,11,9,10,8,10
210,Virgil van Dijk,11,13,13,10,11
211,Jack Butland,79,81,73,83,85
212,Morata,4,4,4,5,5
213,Lucas,7,9,14,10,14
214,Yevhen Konoplyanka,9,5,15,11,9
215,Francesco Acerbi,13,11,9,9,11
216,Nolito,8,10,12,15,8
217,Granit Xhaka,7,7,11,8,13
218,Stefan de Vrij,14,8,7,10,13
219,Jonathan Viera,14,16,9,16,9
220,Pizzi,9,15,9,14,15
221,Serge Aurier,16,7,15,10,9
222,Grzegorz Krychowiak,6,15,8,14,7
223,Kevin Kampl,6,13,7,11,16
224,Dejan Lovren,10,14,13,14,7
225,Gary Medel,6,14,9,7,6
226,Idrissa Gueye,12,8,8,6,13
227,Víctor Ruíz,6,12,6,8,14
228,Ricardo Rodríguez,14,14,14,13,11
229,Xherdan Shaqiri,11,13,12,12,11
230,Ciro Immobile,12,6,15,8,6
231,Nathaniel Clyne,15,10,13,11,7
232,Iborra,15,14,6,11,8
233,Jack Wilshere,9,6,15,15,11
234,Shinji Kagawa,9,11,8,9,13
235,Kevin Trapp,80,83,79,79,84
236,Taison,15,7,11,7,13
237,Kyle Walker,15,12,16,6,8
238,Marlos,8,6,13,13,9
239,Luiz Gustavo,12,10,11,6,13
240,Giuliano,9,16,13,11,8
241,Gylfi Sigurðsson,15,13,10,8,12
242,Yacine Brahimi,7,13,12,16,7
243,Marko Arnautovic,10,14,10,15,15
244,Jordan Henderson,9,7,7,13,13
245,Orestis Karnezis,80,80,70,83,84
246,Mamadou Sakho,7,14,9,12,8
247,Adil Rami,5,5,5,3,3
248,Fernando Néstor Muslera,83,81,75,75,85
249,Vedran Corluka,14,15,12,9,6
250,Edin Džeko,15,9,13,11,15
251,Séamus Coleman,13,5,10,15,7
252,Javier Hernández,12,14,9,12,11
253,Beñat,6,16,14,10,13
254,Lars Bender,12,12,7,6,7
255,Axel Witsel,10,5,7,7,7
256,Morgan Schneiderlin,14,6,12,11,7
257,Kevin Mirallas,13,8,14,10,15
258,Carlos Vela,13,8,8,14,10
259,Emiliano Viviano,78,81,79,84,83
260,Antonio Valencia,7,16,10,11,7
261,Gonzalo Castro,10,14,13,8,15
262,Falcao,9,10,6,13,5
263,Diego Alves,76,86,76,75,85
264,Andrea Consigli,81,82,72,84,84
265,João Moutinho,13,13,15,15,13
266,Moussa Dembélé,16,16,11,14,14
267,Michael Krohn-Dehli,16,10,15,8,11
268,Loïc Perrin,11,6,12,7,14
269,Lucas Biglia,12,14,7,12,7
270,Benoît Costil,82,82,78,80,84
271,Raúl Albiol,9,8,5,6,8
272,Mario Gómez,7,8,9,8,14
273,Gabi,5,6,10,12,10
274,Diego López,83,75,72,84,79
275,Raffael,13,12,5,10,14
276,Alejandro Gómez,9,8,12,11,6
277,Gonzalo Rodríguez,12,12,11,4,9
278,Vincent Enyeama,78,77,76,80,90
279,Kaká,3,3,5,5,3
280,Fernandinho,13,12,5,11,7
281,David Villa,11,8,9,9,9
282,Victor Valdés,84,81,75,78,83
283,Per Mertesacker,12,12,5,13,8
284,Patrice Evra,5,3,5,5,3
285,Xabi Alonso,10,7,10,8,10
286,Michael Carrick,15,13,11,12,9
287,Andrea Pirlo,5,5,1,4,2
288,Casillas,80,86,58,74,84
289,Ousmane Dembélé,10,6,14,6,13
290,Corentin Tolisso,9,7,14,10,14
291,Marcelo Brozovic,11,8,15,8,8
292,Federico Bernardeschi,13,14,10,15,12
293,Niklas Süle,7,15,14,7,15
294,Domenico Berardi,5,5,5,6,6
295,Morgan Sanson,9,6,16,16,9
296,Samu Castillejo,8,13,15,16,14
297,Adrien Rabiot,7,9,9,12,15
298,Leon Goretzka,11,13,15,8,9
299,Quincy Promes,7,10,6,13,13
300,Andrea Belotti,14,13,12,7,7
301,Jonas Hector,12,9,10,10,14
302,Mateo Kovacic,7,9,6,5,7
303,Sergio Rico,81,80,78,79,83
304,Oleg Shatov,12,13,10,9,14
305,Jorginho,14,14,13,7,8
306,Florian Thauvin,10,8,14,11,9
307,Michy Batshuayi,7,9,16,10,15
308,Iñigo Martínez,13,12,11,16,11
309,Suso,8,15,9,15,9
310,Deulofeu,11,12,14,16,11
311,Felipe Anderson,5,12,9,10,7
312,Jasper Cillessen,81,79,74,83,77
313,Wissam Ben Yedder,7,6,9,13,7
314,Lucas Pérez,10,14,8,8,10
315,Ross Barkley,6,9,12,14,10
316,Cédric Bakambu,14,6,6,13,6
317,Bartra,12,10,13,15,8
318,André Schürrle,9,7,12,11,12
319,Roberto Pereyra,4,4,3,5,8
320,Mario Gaspar,9,9,8,12,15
321,Fabián Orellana,16,12,15,7,15
322,Lukáš Hrádecký,79,79,77,76,85
323,Daley Blind,14,12,10,9,10
324,De Marcos,15,8,13,6,9
325,Wilfried Bony,7,10,5,8,11
326,Iturraspe,7,7,8,12,9
327,Parejo,14,5,12,9,8
328,Salomón Rondón,5,13,7,13,14
329,Daniel Carriço,15,14,15,10,12
330,Bas Dost,11,6,15,12,8
331,James McCarthy,10,12,8,11,13
332,Camacho,8,9,15,13,10
333,Paulinho,6,16,11,16,8
334,Alan Dzagoev,14,11,12,16,10
335,Igor Smolnikov,8,7,10,12,15
336,Lars Stindl,11,7,13,10,12
337,Mario Balotelli,4,2,2,2,2
338,Wojciech Szczesny,77,83,74,77,85
339,Nikola Kalinic,11,9,9,11,7
340,Mikel San José,8,10,10,6,16
341,Christian Benteke,8,14,12,5,5
342,Marco Parolo,7,13,6,9,9
343,Ljubomir Fejsa,11,14,13,12,14
344,Martín Cáceres,2,2,4,3,4
345,Georginio Wijnaldum,12,16,14,6,6
346,Federico Fazio,11,8,12,9,14
347,Simon Kjær,10,6,13,10,15
348,Loïc Rémy,14,9,15,10,12
349,Miguel Layún,12,7,6,16,11
350,Adán,81,80,72,83,82
351,Benoît Trémoulinas,14,5,11,14,8
352,Sven Bender,14,13,8,7,15
353,Mathieu Valbuena,6,14,8,12,8
354,Bojan,14,5,8,14,7
355,Augusto Fernández,16,9,6,13,9
356,Antonio Candreva,4,10,14,4,14
357,Davide Astori,4,4,4,4,4
358,Raúl García,16,14,14,16,15
359,Giovani dos Santos,7,6,11,9,5
360,Erik Lamela,8,10,11,15,13
361,Ryan Shawcross,13,10,7,12,15
362,Danny Rose,13,10,8,11,13
363,Renato Augusto,15,6,16,11,8
364,Martin Škrtel,6,15,7,5,11
365,Theo Walcott,9,11,9,8,8
366,Bacary Sagna,9,11,7,9,9
367,Dante,6,14,10,8,13
368,Salomon Kalou,7,8,14,9,6
369,André-Pierre Gignac,11,10,14,15,11
370,Lukas Podolski,9,10,16,9,9
371,Negredo,7,11,11,6,13
372,Pablo Zabaleta,7,10,15,14,5
373,Darijo Srna,6,10,6,10,12
374,Cédric Carrasso,79,78,81,79,82
375,Rubén Castro,8,14,15,8,12
376,Jérémy Mathieu,9,13,10,14,5
377,Carlos Idriss Kameni,77,84,74,82,82
378,Moyá,81,85,82,78,79
379,Rune Almenning Jarstein,85,77,75,80,83
380,Jermain Defoe,10,7,8,14,13
381,Thiago Motta,5,10,7,10,14
382,Fernando Torres,9,14,8,13,10
383,Júlio César,79,83,62,78,82
384,Didier Drogba,6,10,8,11,14
385,Danny,11,7,6,11,5
386,John Terry,15,14,6,5,8
387,Samuel Etoo,13,7,11,10,12
388,Tiago,8,6,12,8,14
389,Gelson Martins,6,12,7,9,9
390,Leroy Sané,9,8,9,12,14
391,Julian Weigl,11,6,16,14,7
392,Nabil Fekir,14,15,8,9,15
393,Jean Michaël Seri,10,14,9,13,12
394,Williams,10,14,14,15,13
395,Marco Sportiello,78,82,72,78,83
396,Keita Baldé Diao,8,12,13,8,15
397,Nikola Maksimovic,11,12,5,9,15
398,Thomas Lemar,7,11,13,15,14
399,Kingsley Coman,3,5,5,3,5
400,Alisson,78,75,70,76,86
401,Joshua Kimmich,15,8,7,15,15
402,Julian Brandt,8,11,11,16,9
403,Sofiane Boufal,14,9,10,16,7
404,Bruma,12,11,8,13,8
405,Daniele Rugani,5,5,5,10,5
406,Raphaël Guerreiro,11,12,8,6,8
407,Fabinho,8,13,6,12,8
408,Jamie Vardy,15,15,7,14,11
409,Hakim Ziyech,8,11,11,7,14
410,Emil Forsberg,15,13,9,7,11
411,Saúl,10,7,12,13,9
412,Felipe,9,9,14,11,7
413,Taras Stepanenko,14,15,9,13,9
414,Luke Shaw,7,10,13,12,7
415,Leo Baptistao,6,8,9,14,9
416,Antonio Rüdiger,12,14,10,15,8
417,Matija Nastasic,15,11,11,16,13
418,Denis Suárez,7,10,10,14,7
419,Kurt Zouma,9,14,7,14,15
420,John Brooks,9,8,10,7,10
421,Héctor Bellerín,13,8,14,14,12
422,Thorgan Hazard,7,6,7,9,8
423,Davy Klaassen,16,12,13,6,10
424,Valère Germain,9,14,11,7,14
425,Paul-Georges Ntep,8,15,9,9,6
426,Layvin Kurzawa,9,14,7,10,15
427,Rafinha,13,11,15,6,7
428,Jeison Murillo,11,14,8,13,14
429,Riccardo Saponara,5,5,5,3,3
430,Djibril Sidibé,12,10,9,16,7
431,Nacho Fernández,15,12,10,7,7
432,Josip Ilicic,12,13,8,13,6
433,Kevin Volland,7,8,9,7,12
434,Allan,5,13,5,13,8
435,Pablo Hernández,15,6,9,15,10
436,Sergi Roberto,15,14,11,16,10
437,Wilfried Zaha,11,15,15,10,10
438,Manolo Gabbiadini,5,12,11,11,5
439,Josuha Guilavogui,10,14,14,8,15
440,Patrick Herrmann,8,14,8,13,7
441,Sebastián Coates,16,16,15,13,13
442,Oguzhan Özyakup,15,7,9,10,13
443,Yaroslav Rakitskyi,12,12,7,16,6
444,Phil Jones,16,10,6,8,11
445,Adrián,75,82,70,78,86
446,Neto,74,84,74,80,83
447,Hugo Mallo,9,14,7,9,15
448,Daniel Didavi,14,12,10,11,6
449,Younès Belhanda,6,15,11,16,16
450,Oliver Baumann,76,82,59,79,84
451,Mário Fernandes,13,12,14,13,12
452,Roberto Soriano,14,15,9,10,13
453,Jesús Corona,14,11,10,6,9
454,Maxime Gonalons,8,11,11,11,5
455,Alphonse Areola,76,82,72,79,83
456,Yunus Malli,15,13,14,14,10
457,Eduardo Salvio,5,9,9,11,14
458,Stephan El Shaarawy,5,5,5,3,3
459,Iago Falqué,13,15,14,5,7
460,Marwin Hitz,80,82,74,76,82
461,Thimothée Kolodziejczak,16,14,10,6,7
462,Francis Coquelin,10,9,8,9,15
463,Marcel Schmelzer,9,14,15,10,8
464,Ryad Boudebouz,10,10,16,12,14
465,Ganso,7,9,14,12,11
466,Fedor Smolov,15,16,16,9,10
467,Christian Noboa,15,15,11,8,11
468,Kwadwo Asamoah,4,5,3,4,5
469,Ron-Robert Zieler,81,78,66,79,81
470,Danny Welbeck,12,9,6,10,16
471,Danny Drinkwater,9,12,8,6,12
472,Aleksandar Kolarov,16,16,8,15,6
473,Matteo Darmian,12,6,7,7,7
474,Ibrahima Traoré,8,6,11,6,7
475,Diego Perotti,6,5,14,8,8
476,Angelo Ogbonna,4,5,5,3,4
477,Max Kruse,13,12,5,7,9
478,Konstantinos Mitroglou,8,12,10,7,16
479,Nordin Amrabat,6,11,7,14,13
480,Stevan Jovetic,9,9,5,7,10
481,Jeremain Lens,15,16,14,16,6
482,Branislav Ivanovic,11,15,13,9,13
483,Eder,10,8,11,12,9
484,Kiko Casilla,82,75,80,83,77
485,Nacho Monreal,3,7,9,5,5
486,Serdar Tasci,14,14,16,10,6
487,Marcelo Díaz,2,2,2,2,2
488,André Ayew,7,10,12,6,15
489,Winston Reid,10,13,9,15,12
490,Lucas Leiva,5,10,8,8,6
491,Kevin-Prince Boateng,16,6,15,11,6
492,Héctor Moreno,9,12,14,15,10
493,Cristian Ansaldi,8,15,11,15,8
494,Daniel Wass,13,11,10,9,13
495,Coke,6,10,13,9,16
496,Andrés Guardado,11,7,10,10,10
497,Jonathan dos Santos,10,15,7,15,12
498,Ryan Bertrand,10,11,15,13,15
499,Jardel,16,7,11,16,7
500,Salvatore Sirigu,78,80,73,76,80
501,Yohan Cabaye,8,14,16,9,12
502,Vitaliy Denisov,9,13,7,9,10
503,Dušan Basta,14,12,11,6,14
504,Gustavo Cabral,7,11,11,7,11
505,Gabriel Paletta,10,10,15,6,14
506,Lukasz Fabianski,78,77,70,84,84
507,Ben Foster,77,79,73,79,84
508,Vedad Ibiševic,14,16,13,12,16
509,Andreas Granqvist,10,7,12,9,15
510,Héctor Herrera,7,6,15,10,16
511,Igor Akinfeev,82,77,78,72,83
512,Fernando Belluschi,13,11,12,9,7
513,Andriy Pyatov,81,79,83,74,83
514,Antonio Mirante,78,82,64,80,82
515,Federico Marchetti,78,80,66,78,84
516,James Milner,1,1,1,1,1
517,Michel Vorm,76,79,74,76,84
518,Daniel Baier,9,7,7,9,9
519,Atiba Hutchinson,6,8,9,12,16
520,Mehmet Topal,9,15,15,10,11
521,Bastian Schweinsteiger,13,14,13,14,11
522,René Adler,82,78,70,79,80
523,Jérémy Toulalan,5,12,15,6,7
524,Phil Jagielka,32,32,38,33,34
525,Stefano Sorrentino,83,80,65,82,80
526,Robin van Persie,7,9,5,10,8
527,Gareth Barry,7,7,9,13,12
528,Francesco Totti,11,5,14,12,11
529,Gianluigi Donnarumma,73,85,72,73,87
530,Nélson Semedo,14,16,10,12,12
531,Florin Andone,15,8,11,6,6
532,Sergej Milinkovic-Savic,16,7,7,10,7
533,Omar Al Soma,12,9,15,7,13
534,Petros,10,16,9,13,14
535,Victor Nilsson Lindelöf,7,12,8,16,9
536,Naby Keïta,14,7,15,14,9
537,Tiémoué Bakayoko,14,11,11,15,10
538,Mahmoud Dahoud,12,14,9,7,11
539,Rúben Semedo,7,10,13,14,15
540,Rafa,12,9,11,11,8
541,Dani García,6,6,14,14,11
542,Lisandro López,6,14,8,12,13
543,Ángel Correa,8,13,9,10,16
544,Andreas Christensen,6,10,8,12,8
545,Nabil Bentaleb,9,9,16,10,15
546,Stanislav Kritsyuk,76,78,73,79,81
547,Divock Origi,11,15,16,13,15
548,Max Meyer,11,8,13,12,14
549,Gayà,12,13,9,10,9
550,Marco Benassi,12,11,5,7,14
551,Pedro Santos,12,14,12,8,7
552,Elseid Hysaj,9,12,14,6,11
553,João Cancelo,14,6,15,9,14
554,Alessio Romagnoli,8,9,12,14,9
555,Piotr Zielinski,11,12,12,9,6
556,Bruno Peres,8,7,14,11,7
557,Ricardo Pereira,11,16,15,12,11
558,Óliver Torres,6,7,14,7,8
559,Filip Kostic,12,13,12,14,13
560,Emre Can,13,14,8,8,11
561,Matthias Ginter,8,12,6,10,10
562,Luciano Vietto,8,14,8,14,12
563,Arrizabalaga,76,77,75,81,80
564,Maximilian Arnold,10,11,11,9,10
565,Alassane Pléa,12,11,16,15,15
566,Denis Cheryshev,7,16,14,7,8
567,Edin Višca,12,8,14,14,16
568,Bernard,10,6,13,11,12
569,Daniele Baselli,7,11,13,12,6
570,Arkadiusz Milik,15,9,16,16,6
571,Bernat,11,8,12,9,16
572,Šime Vrsaljko,10,15,10,11,12
573,Eric Botteghin,14,15,13,12,15
574,John Stones,10,7,11,15,8
575,Jannik Vestergaard,15,16,11,11,10
576,Simone Zaza,7,7,9,13,9
577,Sergi Darder,14,7,6,10,6
578,Fernando,8,16,13,9,6
579,Memphis Depay,12,8,6,14,10
580,Jesé,13,13,6,7,15
581,Thomas Meunier,6,8,15,13,9
582,Eric Dier,13,11,6,14,9
583,Federico Fernández,14,12,13,12,12
584,Nicola Sansone,9,11,14,7,14
585,Gastón Ramírez,7,14,7,15,8
586,Faouzi Ghoulam,8,12,8,7,13
587,Gabriel,15,15,15,6,7
588,Vladimír Darida,14,16,16,14,14
589,Cédric,12,11,12,14,11
590,Lorenzo Tonelli,11,13,13,11,6
591,Benjamin Lecomte,77,81,83,74,83
592,Lucas Digne,6,6,9,12,13
593,Paco Alcácer,8,12,14,14,5
594,Heung Min Son,6,11,13,13,10
595,Vicente Gómez,6,15,9,13,16
596,Emre Çolak,6,7,15,12,7
597,André André,9,9,15,11,7
598,Dušan Tadic,9,11,14,11,16
599,Danilo,14,14,15,5,5
600,Pablo Sarabia,6,16,15,7,14
601,Alex Oxlade-Chamberlain,9,16,6,9,9
602,Marco Höger,10,6,16,14,14
603,Florian Lejeune,12,11,15,15,7
604,Giannelli Imbula,14,6,12,11,7
605,Nicolás Lodeiro,7,12,11,16,15
606,Daniel Caligiuri,6,12,13,10,14
607,Jeffrey Bruma,12,11,16,16,13
608,Willian José,15,15,16,14,8
609,Wahbi Khazri,11,6,11,7,6
610,Keko,9,15,8,12,7
611,Gil,11,9,6,11,14
612,Martin Braithwaite,7,14,11,13,8
613,Jaume Costa,10,10,16,11,14
614,Romain Hamouma,7,14,14,11,13
615,Escudero,13,9,7,15,14
616,Marcos Alonso,9,9,13,7,12
617,Holger Badstuber,11,11,6,12,8
618,Osvaldo Alonso,16,9,15,12,8
619,Juraj Kucka,15,14,9,8,8
620,Jeroen Zoet,78,80,77,76,82
621,Illarramendi,14,15,11,7,12
622,Adem Ljajic,6,6,7,14,12
623,Eliaquim Mangala,10,10,6,13,14
624,Canales,13,15,16,12,12
625,Balenziaga,6,15,7,10,11
626,Rafael,12,14,6,7,8
627,Sebastian Rudy,12,13,13,8,10
628,Jonathas,10,7,15,8,6
629,Aleksandar Dragovic,13,10,11,7,8
630,Manuel Lanzini,7,14,6,9,15
631,Victor Wanyama,13,6,10,14,16
632,Alfred NDiaye,15,11,13,7,10
633,Nicolas Nkoulou,15,6,6,7,7
634,Volkan Babacan,82,81,68,77,80
635,Seydou Doumbia,6,12,13,15,12
636,Pavel Mamaev,6,12,8,16,9
637,Artem Dzyuba,11,15,11,12,8
638,Maurício,7,11,8,15,8
639,Yann MVila,15,13,16,9,7
640,Kieran Gibbs,9,6,8,11,15
641,Mariano,9,10,12,12,13
642,Sofiane Feghouli,10,13,10,7,8
643,Fernando,1,1,1,1,1
644,Claudio Yacob,9,6,12,6,8
645,Roberto,78,80,74,72,82
646,Moussa Sissoko,10,14,11,8,8
647,Maximiliano Pereira,10,16,6,8,9
648,Sidnei,9,10,12,16,14
649,William Vainqueur,11,15,15,8,12
650,Miguel Veloso,8,16,9,7,15
651,Fabricio,77,77,79,80,78
652,Vieirinha,11,15,12,10,13
653,Fabian Johnson,12,7,10,7,15
654,Demba Ba,5,6,15,10,6
655,Bryan Ruíz,7,9,12,7,6
656,Marcus Berg,8,10,12,7,14
657,Pontus Wernbloom,13,14,13,9,9
658,David Ospina,77,83,78,71,84
659,Ignacio Piatti,7,14,7,13,15
660,Valter Birsa,5,3,5,5,3
661,Matías Fernández,10,11,5,8,11
662,Marcano,14,8,7,16,16
663,Simon Mignolet,73,80,65,74,84
664,Sergio Romero,76,76,81,73,83
665,Domenico Criscito,9,13,16,10,9
666,Castán,9,5,4,6,10
667,Moussa Sow,10,9,11,13,9
668,Diego Valeri,10,15,8,15,12
669,Nuri Sahin,12,13,13,10,11
670,Jonny Evans,15,12,16,16,8
671,Danilo,5,11,11,8,6
672,Nicolás Pareja,14,14,15,14,13
673,Stefan Radu,6,9,12,12,13
674,Nicolas Lombaerts,15,16,6,10,13
675,Giuseppe Rossi,10,4,12,9,4
676,Llorente,4,2,3,2,2
677,Bafétimbi Gomis,9,14,9,11,13
678,Mathieu Debuchy,15,8,7,9,10
679,Ibrahim Afellay,12,14,10,7,8
